corpID	docID	sentNo	paragNo	aPos	ID	text	luID	luName	frameID	frameName	status	aID	start	end	cBy	target
135	23511	1	1	0	4096568	Introduction	null	null	null	null	UNANN	6522102	null	null	null	null
135	23511	1	2	0	4096569	Iran 's interest in nuclear technology dates back to the US Atoms for Peace program .	null	null	null	null	UNANN	6522103	null	null	null	null
135	23511	1	2	0	4096569	Iran 's interest in nuclear technology dates back to the US Atoms for Peace program .	8988	interest.n	46	Emotion_directed	MANUAL	6522274	8	15	MJE	interest
135	23511	1	2	0	4096569	Iran 's interest in nuclear technology dates back to the US Atoms for Peace program .	10724	program.n	1158	Project	MANUAL	6522278	76	82	Pam	program
135	23511	1	2	0	4096569	Iran 's interest in nuclear technology dates back to the US Atoms for Peace program .	11662	technology.n	421	Artifact	MANUAL	6524162	28	37	RLG	technology
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	null	null	null	null	UNANN	6522104	null	null	null	null
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	10685	research.n	1152	Research	MANUAL	6522279	50	57	Pam	research
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	10724	program.n	1158	Project	MANUAL	6522280	59	65	Pam	program
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	7523	produce.v	408	Manufacturing	MANUAL	6522282	102	108	Pam	produce
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	11731	develop.v	1349	Cause_to_make_progress	MANUAL	6524163	71	79	RLG	developed
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	3880	century.n	224	Measure_duration	UNANN	6525293	null	null	null	null
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	3880	century.n	224	Measure_duration	UNANN	6525293	157	163	MJE	century
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	12355	power.n	1535	Electricity	MANUAL	6528351	133	137	RLG	power
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	13233	initiate.v	146	Activity_start	MANUAL	6540205	24	32	KmG	initiated
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	12871	end.n	1470	Temporal_subregion	MANUAL	6540208	146	148	KmG	end
135	23511	2	2	0	4096570	In the 1950s , the Shah initiated Iran 's nuclear research program and developed an ambitious plan to produce 23,000 MW from nuclear power by the end of the century .	12294	plan.n	513	Purpose	MANUAL	6540367	94	97	KmG	plan
