corpID	docID	sentNo	paragNo	aPos	ID	text	luID	luName	frameID	frameName	status	aID	start	end	cBy	target
246	25617	1	1	0	4164987	California wildfire forces evacuation of thousands	null	null	null	null	UNANN	6669157	null	null	null	null
246	25617	1	1	0	4164987	California wildfire forces evacuation of thousands	17614	wildfire.n	2835	Emergency_fire	MANUAL	6669293	11	18	WMcQ	wildfire
246	25617	1	1	0	4164987	California wildfire forces evacuation of thousands	15112	force.v	5	Causation	MANUAL	6669294	20	25	WMcQ	forces
246	25617	1	1	0	4164987	California wildfire forces evacuation of thousands	1130	evacuation.n	63	Removing	MANUAL	6669295	27	36	WMcQ	evacuation
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	null	null	null	null	UNANN	6669158	null	null	null	null
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	3012	home.n	173	Buildings	MANUAL	6669296	13	17	WMcQ	homes
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	17614	wildfire.n	2835	Emergency_fire	MANUAL	6669298	93	100	WMcQ	wildfire
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	17491	start.v	2827	Catching_fire	MANUAL	6669299	108	114	WMcQ	started
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	3012	home.n	173	Buildings	MANUAL	6669301	154	158	WMcQ	homes
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	14292	at	1923	Proportional_quantity	MANUAL	6669793	3	7	WMcQ	least
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	14292	at	1923	Proportional_quantity	MANUAL	6669793	0	1	WMcQ	At
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	5009	evacuate.v	273	Escaping	MANUAL	6670892	29	37	MJE	evacuated
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	2656	begin.v	133	Process_start	MANUAL	6670895	130	134	MJE	began
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	10801	in.prep	1178	Interior_profile_relation	MANUAL	6671029	39	40	MJE	in
246	25617	1	3	0	4164988	At least 400 homes have been evacuated in Sierra Madre near Los Angeles , California after a wildfire which started on Saturday , began to threaten their homes .	13764	near.prep	199	Locative_relation	MANUAL	6671030	55	58	MJE	near
246	25617	1	4	0	4164989	So far only five percent of the 350 acre fire is contained , with over 400 firefighters battling the blaze .	null	null	null	null	UNANN	6669159	null	null	null	null
246	25617	1	4	0	4164989	So far only five percent of the 350 acre fire is contained , with over 400 firefighters battling the blaze .	10190	of.prep	1010	Partitive	MANUAL	6669302	25	26	WMcQ	of
246	25617	1	4	0	4164989	So far only five percent of the 350 acre fire is contained , with over 400 firefighters battling the blaze .	17455	fire.n	2824	Fire_burning	MANUAL	6669303	41	44	WMcQ	fire
