corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment	start	tokenFragment	end	charSegment	start	charSegment	end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
205	23740	1	1	0	4103210	DOCUMENT # AFGP- 2002 -600045	0	0	0	7	bn:00028015n	http://dbpedia.org/resource/Document	http://babelnet.org/rdf/s00028015n	0.0	0.0	0.0	MCS
205	23740	1	2	0	4103211	TRANSLATION : FULL	0	0	0	10	bn:00047114n	http://dbpedia.org/resource/Translation	http://babelnet.org/rdf/s00047114n	0.0	0.0	0.0	MCS
205	23740	1	2	0	4103211	TRANSLATION : FULL	2	2	14	17	bn:00036765n	http://dbpedia.org/resource/Full_moon	http://babelnet.org/rdf/s00036765n	0.0	0.0	0.0	MCS
205	23740	1	3	0	4103212	DATE : 3/20/2002	0	0	0	3	bn:00005111n		http://babelnet.org/rdf/s00005111n	0.0	0.0	0.0	MCS
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	3	3	11	20	bn:00030616n	http://dbpedia.org/resource/Employment	http://babelnet.org/rdf/s00030616n	0.0	0.0	0.0	MCS
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	3	4	11	29	bn:00030630n	http://dbpedia.org/resource/Employment_contract	http://babelnet.org/rdf/s00030630n	1.0	1.0	0.33333334	BABELFY
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	4	4	22	29	bn:00022227n	http://dbpedia.org/resource/Contract	http://babelnet.org/rdf/s00022227n	1.0	0.6666667	0.11111111	BABELFY
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	6	6	39	40	bn:00002355n	http://dbpedia.org/resource/Aluminium	http://babelnet.org/rdf/s00002355n	0.0	0.0	0.0	MCS
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	10	10	54	62	bn:00108830a		http://babelnet.org/rdf/s00108830a	0.0	0.0	0.0	MCS
205	23740	1	4	0	4103213	This is an employment contract between AL QAEDA and a potential recruit .	11	11	64	70	bn:00092548v		http://babelnet.org/rdf/s00092548v	0.0	0.0	0.0	MCS
205	23740	2	4	0	4103214	It contains a definition of AL QAEDA organization , and six main points : 1-Duties ; 2-Holidays ; 3-Salaries and Travel tickets ; 4-Advice ; 5-Reward and Punishment ; 6-Pledge .	1	1	3	10	bn:00085499v		http://babelnet.org/rdf/s00085499v	0.0	0.0	0.0	MCS
205	23740	2	4	0	4103214	It contains a definition of AL QAEDA organization , and six main points : 1-Duties ; 2-Holidays ; 3-Salaries and Travel tickets ; 4-Advice ; 5-Reward and Punishment ; 6-Pledge .	3	3	14	23	bn:00025928n	http://dbpedia.org/resource/Definition	http://babelnet.org/rdf/s00025928n	0.93333334	0.22222222	0.12612613	BABELFY
205	23740	2	4	0	4103214	It contains a definition of AL QAEDA organization , and six main points : 1-Duties ; 2-Holidays ; 3-Salaries and Travel tickets ; 4-Advice ; 5-Reward and Punishment ; 6-Pledge .	5	5	28	29	bn:00002356n	http://dbpedia.org/resource/Heart_of_Dixie	http://babelnet.org/rdf/s00002356n	0.8	0.33333334	0.10810811	BABELFY
205	23740	2	4	0	4103214	It contains a definition of AL QAEDA organization , and six main points : 1-Duties ; 2-Holidays ; 3-Salaries and Travel tickets ; 4-Advice ; 5-Reward and Punishment ; 6-Pledge .	5	6	28	35	bn:00002369n	http://dbpedia.org/resource/Al-Qaeda	http://babelnet.org/rdf/s00002369n	1.0	0.11111111	0.009009009	BABELFY
205	23740	2	4	0	4103214	It contains a definition of AL QAEDA organization , and six main points : 1-Duties ; 2-Holidays ; 3-Salaries and Travel tickets ; 4-Advice ; 5-Reward and Punishment ; 6-Pledge .	6	6	31	35	bn:00002369n	http://dbpedia.org/resource/Al-Qaeda	http://babelnet.org/rdf/s00002369n	1.0	0.11111111	0.009009009	BABELFY
