corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment	start	tokenFragment	end	charSegment	start	charSegment	end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	0	0	0	3	bn:00034623n		http://babelnet.org/rdf/s00034623n	0.0	0.0	0.0	MCS
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	0	1	0	9	bn:02744549n	http://dbpedia.org/resource/Pink_Friday:_Roman_Reloaded	http://babelnet.org/rdf/s02744549n	1.0	0.11111111	0.0038314175	BABELFY
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	1	1	5	9	bn:00014010n		http://babelnet.org/rdf/s00014010n	0.0	0.0	0.0	MCS
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	3	3	14	23	bn:03620990n	http://dbpedia.org/resource/Barangaroo	http://babelnet.org/rdf/s03620990n	1.0	0.33333334	0.022988506	BABELFY
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	4	4	25	36	bn:00013723n	http://dbpedia.org/resource/Construction	http://babelnet.org/rdf/s00013723n	0.0	0.0	0.0	MCS
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	4	5	25	41	bn:14451012n		http://babelnet.org/rdf/s14451012n	0.0	0.0	0.0	MCS
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	5	5	38	41	bn:00047172n	http://dbpedia.org/resource/Grothendieck_topology	http://babelnet.org/rdf/s00047172n	0.75	0.22222222	0.011494253	BABELFY
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	7	7	45	50	bn:00075639n	http://dbpedia.org/resource/Sydney	http://babelnet.org/rdf/s00075639n	0.85106385	0.44444445	0.07662835	BABELFY
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	7	9	45	62	bn:00075639n	http://dbpedia.org/resource/Sydney	http://babelnet.org/rdf/s00075639n	1.0	0.5555556	0.10536399	BABELFY
246	25620	1	1	0	4165030	Fire burns at Barangaroo construction site , Sydney , Australia	9	9	54	62	bn:00007228n	http://dbpedia.org/resource/Australia	http://babelnet.org/rdf/s00007228n	0.7992278	1.0	0.39655173	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	2	2	8	11	bn:00034623n		http://babelnet.org/rdf/s00034623n	0.0	0.0	0.0	MCS
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	4	4	17	23	bn:00083340v		http://babelnet.org/rdf/s00083340v	0.0	0.0	0.0	MCS
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	7	7	32	41	bn:03620990n	http://dbpedia.org/resource/Barangaroo	http://babelnet.org/rdf/s03620990n	1.0	0.29411766	0.014333492	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	8	8	43	54	bn:00013723n	http://dbpedia.org/resource/Construction	http://babelnet.org/rdf/s00013723n	0.0	0.0	0.0	MCS
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	8	9	43	59	bn:00013723n	http://dbpedia.org/resource/Construction	http://babelnet.org/rdf/s00013723n	0.81395346	0.29411766	0.016722407	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	9	9	56	59	bn:00047172n	http://dbpedia.org/resource/Grothendieck_topology	http://babelnet.org/rdf/s00047172n	0.85714287	0.1764706	0.005733397	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	10	10	61	71	bn:00085403v		http://babelnet.org/rdf/s00085403v	0.8	0.11764706	0.0019111324	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	11	11	73	78	bn:00075639n	http://dbpedia.org/resource/Sydney	http://babelnet.org/rdf/s00075639n	0.93877554	0.5882353	0.10989011	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	11	12	73	86	bn:02337832n	http://dbpedia.org/resource/Port_Jackson	http://babelnet.org/rdf/s02337832n	0.88	0.3529412	0.031533685	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	12	12	80	86	bn:00042918n	http://dbpedia.org/resource/MT_Haven	http://babelnet.org/rdf/s00042918n	0.95238096	0.23529412	0.009555662	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	14	16	90	104	bn:00057498n	http://dbpedia.org/resource/New_South_Wales	http://babelnet.org/rdf/s00057498n	0.9491525	0.47058824	0.080267556	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	14	18	90	116	bn:00057498n	http://dbpedia.org/resource/New_South_Wales	http://babelnet.org/rdf/s00057498n	1.0	0.5294118	0.09460105	BABELFY
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	16	16	100	104	bn:00080356n	http://dbpedia.org/resource/Cutaneous_condition	http://babelnet.org/rdf/s00080356n	0.0	0.0	0.0	MCS
246	25620	1	3	0	4165031	A large fire has started at the Barangaroo construction site overlooking Sydney Harbour , New South Wales , Australia .	18	18	108	116	bn:00007228n	http://dbpedia.org/resource/Australia	http://babelnet.org/rdf/s00007228n	0.77557755	0.88235295	0.33683708	BABELFY
