corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment	start	tokenFragment	end	charSegment	start	charSegment	end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
135	23565	1	1	0	4097842	Taiwan Overview :	0	0	0	5	bn:00035958n	http://dbpedia.org/resource/Geography_of_Taiwan	http://babelnet.org/rdf/s00035958n	0.0	0.0	0.0	MCS
135	23565	1	1	0	4097842	Taiwan Overview :	1	1	7	14	bn:00059928n		http://babelnet.org/rdf/s00059928n	0.0	0.0	0.0	MCS
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	0	0	0	3	bn:00008375n	http://dbpedia.org/resource/Greenback_(money)	http://babelnet.org/rdf/s00008375n	0.8425926	0.7777778	0.026891252	BABELFY
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	4	4	17	23	bn:00082791v		http://babelnet.org/rdf/s00082791v	1.0	0.11111111	2.9550827E-4	BABELFY
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	8	8	37	46	bn:00007299n	http://dbpedia.org/resource/Regime	http://babelnet.org/rdf/s00007299n	0.0	0.0	0.0	MCS
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	11	11	55	60	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	0.8333333	0.44444445	0.017730497	BABELFY
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	13	13	64	71	bn:00021207n	http://dbpedia.org/resource/Democracy	http://babelnet.org/rdf/s00021207n	0.0	0.0	0.0	MCS
135	23565	1	2	0	4097843	Note : Taiwan is claimed by both the Government of the People's Republic of China and the authorities on Taiwan .	18	18	90	100	bn:00007293n	http://dbpedia.org/resource/Authorization	http://babelnet.org/rdf/s00007293n	0.0	0.0	0.0	MCS
135	23565	2	2	0	4097844	It is administered by the authorities on Taiwan .	2	2	6	17	bn:00082363v		http://babelnet.org/rdf/s00082363v	0.0	0.0	0.0	MCS
135	23565	2	2	0	4097844	It is administered by the authorities on Taiwan .	5	5	26	36	bn:00007300n		http://babelnet.org/rdf/s00007300n	0.0	0.0	0.0	MCS
