corpID	docID	sentNo	paragNo	aPos	ID	text	tokenFragment	start	tokenFragment	end	charSegment	start	charSegment	end	babelSynsetID	DBpediaURL	BabelNetURL	score	coherenceScore	globalScore	source
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	4	4	22	28	bn:00023856n		http://babelnet.org/rdf/s00023856n	0.0	0.0	0.0	MCS
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	7	7	37	43	bn:00065083n	http://dbpedia.org/resource/Welfare	http://babelnet.org/rdf/s00065083n	1.0	0.25	0.071428575	BABELFY
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	8	8	45	50	bn:00075759n		http://babelnet.org/rdf/s00075759n	0.0	0.0	0.0	MCS
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	11	11	60	65	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	0.8	0.5	0.2857143	BABELFY
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	15	15	83	91	bn:00101192a		http://babelnet.org/rdf/s00101192a	0.0	0.0	0.0	MCS
195	23801	1	1	0	4106518	Some of the strongest critics of our welfare system are the people who have become dependent on it .	15	16	83	94	bn:00100378a		http://babelnet.org/rdf/s00100378a	1.0	0.25	0.14285715	BABELFY
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	1	1	6	14	bn:00002171n		http://babelnet.org/rdf/s00002171n	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	4	4	22	27	bn:00075759n		http://babelnet.org/rdf/s00075759n	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	5	5	29	39	bn:00086709v		http://babelnet.org/rdf/s00086709v	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	6	6	41	47	bn:00095812v		http://babelnet.org/rdf/s00095812v	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	8	8	57	68	bn:00079045n	http://dbpedia.org/resource/Unemployment	http://babelnet.org/rdf/s00079045n	1.0	0.42857143	0.12931034	BABELFY
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	9	9	70	77	bn:00092116v		http://babelnet.org/rdf/s00092116v	1.0	0.14285715	0.00862069	BABELFY
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	10	10	79	86	bn:00009904n		http://babelnet.org/rdf/s00009904n	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	13	13	98	102	bn:00000759n		http://babelnet.org/rdf/s00000759n	1.0	0.42857143	0.038793102	BABELFY
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	15	15	106	110	bn:00025965n	http://dbpedia.org/resource/Degree_(music)	http://babelnet.org/rdf/s00025965n	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	16	16	112	115	bn:00014138n	http://dbpedia.org/resource/Job	http://babelnet.org/rdf/s00014138n	0.0	0.0	0.0	MCS
195	23801	1	2	0	4106519	Their complaint : the system discourages working because unemployment provides benefits that many entry - level jobs do n't include .	20	20	124	130	bn:00089660v		http://babelnet.org/rdf/s00089660v	0.0	0.0	0.0	MCS
195	23801	1	3	0	4106520	That 's where you - and Goodwill - come in .	6	6	24	31	bn:00041084n	http://dbpedia.org/resource/Goodwill_(accounting)	http://babelnet.org/rdf/s00041084n	0.0	0.0	0.0	MCS
195	23801	1	3	0	4106520	That 's where you - and Goodwill - come in .	8	8	35	38	bn:00085319v		http://babelnet.org/rdf/s00085319v	0.0	0.0	0.0	MCS
195	23801	1	3	0	4106520	That 's where you - and Goodwill - come in .	8	9	35	41	bn:00085364v		http://babelnet.org/rdf/s00085364v	0.0	0.0	0.0	MCS
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	1	1	3	6	bn:00082481v		http://babelnet.org/rdf/s00082481v	0.0	0.0	0.0	MCS
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	2	2	8	13	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	1.0	0.25	0.121212125	BABELFY
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	3	3	15	19	bn:00087830v		http://babelnet.org/rdf/s00087830v	1.0	0.125	0.060606062	BABELFY
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	6	6	29	32	bn:00084231v		http://babelnet.org/rdf/s00084231v	0.0	0.0	0.0	MCS
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	7	7	34	37	bn:00030625n		http://babelnet.org/rdf/s00030625n	0.85714287	0.25	0.18181819	BABELFY
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	9	10	44	50	bn:00085382v		http://babelnet.org/rdf/s00085382v	0.0	0.0	0.0	MCS
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	11	11	52	59	bn:00108830a		http://babelnet.org/rdf/s00108830a	1.0	0.125	0.030303031	BABELFY
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	15	16	73	79	bn:00088767v		http://babelnet.org/rdf/s00088767v	0.0	0.0	0.0	MCS
195	23801	2	3	0	4106521	We help people train for and find jobs that make it possible for them to get off of welfare .	18	18	84	90	bn:00065083n	http://dbpedia.org/resource/Welfare	http://babelnet.org/rdf/s00065083n	0.0	0.0	0.0	MCS
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	1	1	5	8	bn:00078738n	http://dbpedia.org/resource/Year	http://babelnet.org/rdf/s00078738n	0.0	0.0	0.0	MCS
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	3	3	12	19	bn:00041084n	http://dbpedia.org/resource/Goodwill_(accounting)	http://babelnet.org/rdf/s00041084n	1.0	0.16666667	0.0033333334	BABELFY
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	4	4	21	26	bn:00090224v		http://babelnet.org/rdf/s00090224v	0.0	0.0	0.0	MCS
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	6	6	32	37	bn:00061450n	http://dbpedia.org/resource/People	http://babelnet.org/rdf/s00061450n	0.0	0.0	0.0	MCS
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	8	8	42	45	bn:00014138n	http://dbpedia.org/resource/Job	http://babelnet.org/rdf/s00014138n	0.0	0.0	0.0	MCS
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	10	11	49	57	bn:00106935a		http://babelnet.org/rdf/s00106935a	1.0	0.16666667	0.0033333334	BABELFY
195	23801	3	3	0	4106522	Last year , Goodwill placed 511 people in jobs , more than double the number we placed in 1993 .	12	12	59	64	bn:00115100r		http://babelnet.org/rdf/s00115100r	0.0	0.0	0.0	MCS
